portfolioRefCode;currencyCode;accountNo;cashAccountName;refCode;iban
nt535;TL;743611;N535;N-1036;TR00000000005567765
nt536;TL;743612;N536;N-1037;TR00000000005567766
nt537;TL;743613;N537;N-1038;TR00000000005567767
nt538;TL;743614;N538;N-1039;TR00000000005567768
nt539;TL;743615;N539;N-1040;TR00000000005567769
nt540;TL;743616;N540;N-1041;TR00000000005567770
nt541;TL;743617;N541;N-1042;TR00000000005567771
nt542;TL;743618;N542;N-1043;TR00000000005567772
nt543;TL;743619;N543;N-1044;TR00000000005567773
nt544;TL;743620;N544;N-1045;TR00000000005567774
nt545;TL;743621;N545;N-1046;TR00000000005567775
nt546;TL;743622;N546;N-1047;TR00000000005567776
nt547;TL;743623;N547;N-1048;TR00000000005567777
nt548;TL;743624;N548;N-1049;TR00000000005567778
nt549;TL;743625;N549;N-1050;TR00000000005567779
nt550;TL;743626;N550;N-1051;TR00000000005567780
nt551;TL;743627;N551;N-1052;TR00000000005567781
nt552;TL;743628;N552;N-1053;TR00000000005567782
nt553;TL;743629;N553;N-1054;TR00000000005567783
nt554;TL;743630;N554;N-1055;TR00000000005567784
nt555;TL;743631;N555;N-1056;TR00000000005567785
nt556;TL;743632;N556;N-1057;TR00000000005567786
nt557;TL;743633;N557;N-1058;TR00000000005567787
nt558;TL;743634;N558;N-1059;TR00000000005567788
nt559;TL;743635;N559;N-1060;TR00000000005567789
nt560;TL;743636;N560;N-1061;TR00000000005567790
nt561;TL;743637;N561;N-1062;TR00000000005567791
nt562;TL;743638;N562;N-1063;TR00000000005567792
nt563;TL;743639;N563;N-1064;TR00000000005567793
nt564;TL;743640;N564;N-1065;TR00000000005567794
nt565;TL;743641;N565;N-1066;TR00000000005567795
nt566;TL;743642;N566;N-1067;TR00000000005567796
nt567;TL;743643;N567;N-1068;TR00000000005567797
nt568;TL;743644;N568;N-1069;TR00000000005567798
nt569;TL;743645;N569;N-1070;TR00000000005567799
nt570;TL;743646;N570;N-1071;TR00000000005567800
nt571;TL;743647;N571;N-1072;TR00000000005567801
nt572;TL;743648;N572;N-1073;TR00000000005567802
nt573;TL;743649;N573;N-1074;TR00000000005567803
nt574;TL;743650;N574;N-1075;TR00000000005567804
nt575;TL;743651;N575;N-1076;TR00000000005567805
nt576;TL;743652;N576;N-1077;TR00000000005567806
nt577;TL;743653;N577;N-1078;TR00000000005567807
nt578;TL;743654;N578;N-1079;TR00000000005567808
nt579;TL;743655;N579;N-1080;TR00000000005567809
nt580;TL;743656;N580;N-1081;TR00000000005567810
nt581;TL;743657;N581;N-1082;TR00000000005567811
nt582;TL;743658;N582;N-1083;TR00000000005567812
nt583;TL;743659;N583;N-1084;TR00000000005567813
nt584;TL;743660;N584;N-1085;TR00000000005567814
nt585;TL;743661;N585;N-1086;TR00000000005567815
nt586;TL;743662;N586;N-1087;TR00000000005567816
nt587;TL;743663;N587;N-1088;TR00000000005567817
nt588;TL;743664;N588;N-1089;TR00000000005567818
nt589;TL;743665;N589;N-1090;TR00000000005567819
nt590;TL;743666;N590;N-1091;TR00000000005567820
nt591;TL;743667;N591;N-1092;TR00000000005567821
nt592;TL;743668;N592;N-1093;TR00000000005567822
nt593;TL;743669;N593;N-1094;TR00000000005567823
nt594;TL;743670;N594;N-1095;TR00000000005567824
nt595;TL;743671;N595;N-1096;TR00000000005567825
nt596;TL;743672;N596;N-1097;TR00000000005567826
nt597;TL;743673;N597;N-1098;TR00000000005567827
nt598;TL;743674;N598;N-1099;TR00000000005567828
nt599;TL;743675;N599;N-1100;TR00000000005567829
nt600;TL;743676;N600;N-1101;TR00000000005567830
nt601;TL;743677;N601;N-1102;TR00000000005567831
nt602;TL;743678;N602;N-1103;TR00000000005567832
nt603;TL;743679;N603;N-1104;TR00000000005567833
nt604;TL;743680;N604;N-1105;TR00000000005567834
nt605;TL;743681;N605;N-1106;TR00000000005567835
nt606;TL;743682;N606;N-1107;TR00000000005567836
nt607;TL;743683;N607;N-1108;TR00000000005567837
nt608;TL;743684;N608;N-1109;TR00000000005567838
nt609;TL;743685;N609;N-1110;TR00000000005567839
nt610;TL;743686;N610;N-1111;TR00000000005567840
nt611;TL;743687;N611;N-1112;TR00000000005567841
nt612;TL;743688;N612;N-1113;TR00000000005567842
nt613;TL;743689;N613;N-1114;TR00000000005567843
nt614;TL;743690;N614;N-1115;TR00000000005567844
nt615;TL;743691;N615;N-1116;TR00000000005567845
nt616;TL;743692;N616;N-1117;TR00000000005567846
nt617;TL;743693;N617;N-1118;TR00000000005567847
nt618;TL;743694;N618;N-1119;TR00000000005567848
nt619;TL;743695;N619;N-1120;TR00000000005567849
nt620;TL;743696;N620;N-1121;TR00000000005567850
nt621;TL;743697;N621;N-1122;TR00000000005567851
nt622;TL;743698;N622;N-1123;TR00000000005567852
nt623;TL;743699;N623;N-1124;TR00000000005567853
nt624;TL;743700;N624;N-1125;TR00000000005567854
nt625;TL;743701;N625;N-1126;TR00000000005567855
nt626;TL;743702;N626;N-1127;TR00000000005567856
nt627;TL;743703;N627;N-1128;TR00000000005567857
nt628;TL;743704;N628;N-1129;TR00000000005567858
nt629;TL;743705;N629;N-1130;TR00000000005567859
nt630;TL;743706;N630;N-1131;TR00000000005567860
nt631;TL;743707;N631;N-1132;TR00000000005567861
nt632;TL;743708;N632;N-1133;TR00000000005567862
nt633;TL;743709;N633;N-1134;TR00000000005567863
nt634;TL;743710;N634;N-1135;TR00000000005567864
nt635;TL;743711;N635;N-1136;TR00000000005567865
nt636;TL;743712;N636;N-1137;TR00000000005567866
nt637;TL;743713;N637;N-1138;TR00000000005567867
nt638;TL;743714;N638;N-1139;TR00000000005567868
nt639;TL;743715;N639;N-1140;TR00000000005567869
nt640;TL;743716;N640;N-1141;TR00000000005567870
nt641;TL;743717;N641;N-1142;TR00000000005567871
nt642;TL;743718;N642;N-1143;TR00000000005567872
nt643;TL;743719;N643;N-1144;TR00000000005567873
nt644;TL;743720;N644;N-1145;TR00000000005567874
nt645;TL;743721;N645;N-1146;TR00000000005567875
nt646;TL;743722;N646;N-1147;TR00000000005567876
nt647;TL;743723;N647;N-1148;TR00000000005567877
nt648;TL;743724;N648;N-1149;TR00000000005567878
nt649;TL;743725;N649;N-1150;TR00000000005567879
nt650;TL;743726;N650;N-1151;TR00000000005567880
nt651;TL;743727;N651;N-1152;TR00000000005567881
nt652;TL;743728;N652;N-1153;TR00000000005567882
nt653;TL;743729;N653;N-1154;TR00000000005567883
nt654;TL;743730;N654;N-1155;TR00000000005567884
nt655;TL;743731;N655;N-1156;TR00000000005567885
nt656;TL;743732;N656;N-1157;TR00000000005567886
nt657;TL;743733;N657;N-1158;TR00000000005567887
nt658;TL;743734;N658;N-1159;TR00000000005567888
nt659;TL;743735;N659;N-1160;TR00000000005567889
nt660;TL;743736;N660;N-1161;TR00000000005567890
nt661;TL;743737;N661;N-1162;TR00000000005567891
nt662;TL;743738;N662;N-1163;TR00000000005567892
nt663;TL;743739;N663;N-1164;TR00000000005567893
nt664;TL;743740;N664;N-1165;TR00000000005567894
nt665;TL;743741;N665;N-1166;TR00000000005567895
nt666;TL;743742;N666;N-1167;TR00000000005567896
nt667;TL;743743;N667;N-1168;TR00000000005567897
nt668;TL;743744;N668;N-1169;TR00000000005567898
nt669;TL;743745;N669;N-1170;TR00000000005567899
nt670;TL;743746;N670;N-1171;TR00000000005567900
nt671;TL;743747;N671;N-1172;TR00000000005567901
nt672;TL;743748;N672;N-1173;TR00000000005567902
nt673;TL;743749;N673;N-1174;TR00000000005567903
nt674;TL;743750;N674;N-1175;TR00000000005567904
nt675;TL;743751;N675;N-1176;TR00000000005567905
nt676;TL;743752;N676;N-1177;TR00000000005567906
nt677;TL;743753;N677;N-1178;TR00000000005567907
nt678;TL;743754;N678;N-1179;TR00000000005567908
nt679;TL;743755;N679;N-1180;TR00000000005567909
nt680;TL;743756;N680;N-1181;TR00000000005567910
nt681;TL;743757;N681;N-1182;TR00000000005567911
nt682;TL;743758;N682;N-1183;TR00000000005567912
nt683;TL;743759;N683;N-1184;TR00000000005567913
nt684;TL;743760;N684;N-1185;TR00000000005567914
nt685;TL;743761;N685;N-1186;TR00000000005567915
nt686;TL;743762;N686;N-1187;TR00000000005567916
nt687;TL;743763;N687;N-1188;TR00000000005567917
nt688;TL;743764;N688;N-1189;TR00000000005567918
nt689;TL;743765;N689;N-1190;TR00000000005567919
nt690;TL;743766;N690;N-1191;TR00000000005567920
nt691;TL;743767;N691;N-1192;TR00000000005567921
nt692;TL;743768;N692;N-1193;TR00000000005567922
nt693;TL;743769;N693;N-1194;TR00000000005567923
nt694;TL;743770;N694;N-1195;TR00000000005567924
nt695;TL;743771;N695;N-1196;TR00000000005567925
nt696;TL;743772;N696;N-1197;TR00000000005567926
nt697;TL;743773;N697;N-1198;TR00000000005567927
nt698;TL;743774;N698;N-1199;TR00000000005567928
nt699;TL;743775;N699;N-1200;TR00000000005567929
nt700;TL;743776;N700;N-1201;TR00000000005567930
nt701;TL;743777;N701;N-1202;TR00000000005567931
nt702;TL;743778;N702;N-1203;TR00000000005567932
nt703;TL;743779;N703;N-1204;TR00000000005567933
nt704;TL;743780;N704;N-1205;TR00000000005567934
nt705;TL;743781;N705;N-1206;TR00000000005567935
nt706;TL;743782;N706;N-1207;TR00000000005567936
nt707;TL;743783;N707;N-1208;TR00000000005567937
nt708;TL;743784;N708;N-1209;TR00000000005567938
nt709;TL;743785;N709;N-1210;TR00000000005567939
nt710;TL;743786;N710;N-1211;TR00000000005567940
nt711;TL;743787;N711;N-1212;TR00000000005567941
nt712;TL;743788;N712;N-1213;TR00000000005567942
nt713;TL;743789;N713;N-1214;TR00000000005567943
nt714;TL;743790;N714;N-1215;TR00000000005567944
nt715;TL;743791;N715;N-1216;TR00000000005567945
nt716;TL;743792;N716;N-1217;TR00000000005567946
nt717;TL;743793;N717;N-1218;TR00000000005567947
nt718;TL;743794;N718;N-1219;TR00000000005567948
nt719;TL;743795;N719;N-1220;TR00000000005567949
nt720;TL;743796;N720;N-1221;TR00000000005567950
nt721;TL;743797;N721;N-1222;TR00000000005567951
nt722;TL;743798;N722;N-1223;TR00000000005567952
nt723;TL;743799;N723;N-1224;TR00000000005567953
nt724;TL;743800;N724;N-1225;TR00000000005567954
nt725;TL;743801;N725;N-1226;TR00000000005567955
nt726;TL;743802;N726;N-1227;TR00000000005567956
nt727;TL;743803;N727;N-1228;TR00000000005567957
nt728;TL;743804;N728;N-1229;TR00000000005567958
nt729;TL;743805;N729;N-1230;TR00000000005567959
nt730;TL;743806;N730;N-1231;TR00000000005567960
nt731;TL;743807;N731;N-1232;TR00000000005567961
nt732;TL;743808;N732;N-1233;TR00000000005567962
nt733;TL;743809;N733;N-1234;TR00000000005567963
nt734;TL;743810;N734;N-1235;TR00000000005567964
nt735;TL;743811;N735;N-1236;TR00000000005567965
nt736;TL;743812;N736;N-1237;TR00000000005567966
nt737;TL;743813;N737;N-1238;TR00000000005567967
nt738;TL;743814;N738;N-1239;TR00000000005567968
nt739;TL;743815;N739;N-1240;TR00000000005567969
nt740;TL;743816;N740;N-1241;TR00000000005567970
nt741;TL;743817;N741;N-1242;TR00000000005567971
nt742;TL;743818;N742;N-1243;TR00000000005567972
nt743;TL;743819;N743;N-1244;TR00000000005567973
nt744;TL;743820;N744;N-1245;TR00000000005567974
nt745;TL;743821;N745;N-1246;TR00000000005567975
nt746;TL;743822;N746;N-1247;TR00000000005567976
nt747;TL;743823;N747;N-1248;TR00000000005567977
nt748;TL;743824;N748;N-1249;TR00000000005567978
nt749;TL;743825;N749;N-1250;TR00000000005567979
nt750;TL;743826;N750;N-1251;TR00000000005567980
nt751;TL;743827;N751;N-1252;TR00000000005567981
nt752;TL;743828;N752;N-1253;TR00000000005567982
nt753;TL;743829;N753;N-1254;TR00000000005567983
nt754;TL;743830;N754;N-1255;TR00000000005567984
nt755;TL;743831;N755;N-1256;TR00000000005567985
nt756;TL;743832;N756;N-1257;TR00000000005567986
nt757;TL;743833;N757;N-1258;TR00000000005567987
nt758;TL;743834;N758;N-1259;TR00000000005567988
nt759;TL;743835;N759;N-1260;TR00000000005567989
nt760;TL;743836;N760;N-1261;TR00000000005567990
nt761;TL;743837;N761;N-1262;TR00000000005567991
nt762;TL;743838;N762;N-1263;TR00000000005567992
nt763;TL;743839;N763;N-1264;TR00000000005567993
nt764;TL;743840;N764;N-1265;TR00000000005567994
nt765;TL;743841;N765;N-1266;TR00000000005567995
nt766;TL;743842;N766;N-1267;TR00000000005567996
nt767;TL;743843;N767;N-1268;TR00000000005567997
nt768;TL;743844;N768;N-1269;TR00000000005567998
nt769;TL;743845;N769;N-1270;TR00000000005567999
nt770;TL;743846;N770;N-1271;TR00000000005568000
nt771;TL;743847;N771;N-1272;TR00000000005568001
nt772;TL;743848;N772;N-1273;TR00000000005568002
nt773;TL;743849;N773;N-1274;TR00000000005568003
nt774;TL;743850;N774;N-1275;TR00000000005568004
nt775;TL;743851;N775;N-1276;TR00000000005568005
nt776;TL;743852;N776;N-1277;TR00000000005568006
nt777;TL;743853;N777;N-1278;TR00000000005568007
nt778;TL;743854;N778;N-1279;TR00000000005568008
nt779;TL;743855;N779;N-1280;TR00000000005568009
nt780;TL;743856;N780;N-1281;TR00000000005568010
nt781;TL;743857;N781;N-1282;TR00000000005568011
nt782;TL;743858;N782;N-1283;TR00000000005568012
nt783;TL;743859;N783;N-1284;TR00000000005568013
nt784;TL;743860;N784;N-1285;TR00000000005568014
nt785;TL;743861;N785;N-1286;TR00000000005568015
nt786;TL;743862;N786;N-1287;TR00000000005568016
nt787;TL;743863;N787;N-1288;TR00000000005568017
nt788;TL;743864;N788;N-1289;TR00000000005568018
nt789;TL;743865;N789;N-1290;TR00000000005568019
nt790;TL;743866;N790;N-1291;TR00000000005568020
nt791;TL;743867;N791;N-1292;TR00000000005568021
nt792;TL;743868;N792;N-1293;TR00000000005568022
nt793;TL;743869;N793;N-1294;TR00000000005568023
nt794;TL;743870;N794;N-1295;TR00000000005568024
nt795;TL;743871;N795;N-1296;TR00000000005568025
nt796;TL;743872;N796;N-1297;TR00000000005568026
nt797;TL;743873;N797;N-1298;TR00000000005568027
nt798;TL;743874;N798;N-1299;TR00000000005568028
nt799;TL;743875;N799;N-1300;TR00000000005568029
nt800;TL;743876;N800;N-1301;TR00000000005568030
nt801;TL;743877;N801;N-1302;TR00000000005568031
nt802;TL;743878;N802;N-1303;TR00000000005568032
nt803;TL;743879;N803;N-1304;TR00000000005568033
nt804;TL;743880;N804;N-1305;TR00000000005568034
nt805;TL;743881;N805;N-1306;TR00000000005568035
nt806;TL;743882;N806;N-1307;TR00000000005568036
nt807;TL;743883;N807;N-1308;TR00000000005568037
nt808;TL;743884;N808;N-1309;TR00000000005568038
nt809;TL;743885;N809;N-1310;TR00000000005568039
nt810;TL;743886;N810;N-1311;TR00000000005568040
nt811;TL;743887;N811;N-1312;TR00000000005568041
nt812;TL;743888;N812;N-1313;TR00000000005568042
nt813;TL;743889;N813;N-1314;TR00000000005568043
nt814;TL;743890;N814;N-1315;TR00000000005568044
nt815;TL;743891;N815;N-1316;TR00000000005568045
nt816;TL;743892;N816;N-1317;TR00000000005568046
nt817;TL;743893;N817;N-1318;TR00000000005568047
nt818;TL;743894;N818;N-1319;TR00000000005568048
nt819;TL;743895;N819;N-1320;TR00000000005568049
nt820;TL;743896;N820;N-1321;TR00000000005568050
nt821;TL;743897;N821;N-1322;TR00000000005568051
nt822;TL;743898;N822;N-1323;TR00000000005568052
nt823;TL;743899;N823;N-1324;TR00000000005568053
nt824;TL;743900;N824;N-1325;TR00000000005568054
nt825;TL;743901;N825;N-1326;TR00000000005568055
nt826;TL;743902;N826;N-1327;TR00000000005568056
nt827;TL;743903;N827;N-1328;TR00000000005568057
nt828;TL;743904;N828;N-1329;TR00000000005568058
nt829;TL;743905;N829;N-1330;TR00000000005568059
nt830;TL;743906;N830;N-1331;TR00000000005568060
nt831;TL;743907;N831;N-1332;TR00000000005568061
nt832;TL;743908;N832;N-1333;TR00000000005568062
nt833;TL;743909;N833;N-1334;TR00000000005568063
nt834;TL;743910;N834;N-1335;TR00000000005568064
nt835;TL;743911;N835;N-1336;TR00000000005568065
nt836;TL;743912;N836;N-1337;TR00000000005568066
nt837;TL;743913;N837;N-1338;TR00000000005568067
nt838;TL;743914;N838;N-1339;TR00000000005568068
nt839;TL;743915;N839;N-1340;TR00000000005568069
nt840;TL;743916;N840;N-1341;TR00000000005568070
nt841;TL;743917;N841;N-1342;TR00000000005568071
nt842;TL;743918;N842;N-1343;TR00000000005568072
nt843;TL;743919;N843;N-1344;TR00000000005568073
nt844;TL;743920;N844;N-1345;TR00000000005568074
nt845;TL;743921;N845;N-1346;TR00000000005568075
nt846;TL;743922;N846;N-1347;TR00000000005568076
nt847;TL;743923;N847;N-1348;TR00000000005568077
nt848;TL;743924;N848;N-1349;TR00000000005568078
nt849;TL;743925;N849;N-1350;TR00000000005568079
nt850;TL;743926;N850;N-1351;TR00000000005568080
nt851;TL;743927;N851;N-1352;TR00000000005568081
nt852;TL;743928;N852;N-1353;TR00000000005568082
nt853;TL;743929;N853;N-1354;TR00000000005568083
nt854;TL;743930;N854;N-1355;TR00000000005568084
nt855;TL;743931;N855;N-1356;TR00000000005568085
nt856;TL;743932;N856;N-1357;TR00000000005568086
nt857;TL;743933;N857;N-1358;TR00000000005568087
nt858;TL;743934;N858;N-1359;TR00000000005568088
nt859;TL;743935;N859;N-1360;TR00000000005568089
nt860;TL;743936;N860;N-1361;TR00000000005568090
nt861;TL;743937;N861;N-1362;TR00000000005568091
nt862;TL;743938;N862;N-1363;TR00000000005568092
nt863;TL;743939;N863;N-1364;TR00000000005568093
nt864;TL;743940;N864;N-1365;TR00000000005568094
nt865;TL;743941;N865;N-1366;TR00000000005568095
nt866;TL;743942;N866;N-1367;TR00000000005568096
nt867;TL;743943;N867;N-1368;TR00000000005568097
nt868;TL;743944;N868;N-1369;TR00000000005568098
nt869;TL;743945;N869;N-1370;TR00000000005568099
nt870;TL;743946;N870;N-1371;TR00000000005568100
nt871;TL;743947;N871;N-1372;TR00000000005568101
nt872;TL;743948;N872;N-1373;TR00000000005568102
nt873;TL;743949;N873;N-1374;TR00000000005568103
nt874;TL;743950;N874;N-1375;TR00000000005568104
nt875;TL;743951;N875;N-1376;TR00000000005568105
nt876;TL;743952;N876;N-1377;TR00000000005568106
nt877;TL;743953;N877;N-1378;TR00000000005568107
nt878;TL;743954;N878;N-1379;TR00000000005568108
nt879;TL;743955;N879;N-1380;TR00000000005568109
nt880;TL;743956;N880;N-1381;TR00000000005568110
nt881;TL;743957;N881;N-1382;TR00000000005568111
nt882;TL;743958;N882;N-1383;TR00000000005568112
nt883;TL;743959;N883;N-1384;TR00000000005568113
nt884;TL;743960;N884;N-1385;TR00000000005568114
nt885;TL;743961;N885;N-1386;TR00000000005568115
nt886;TL;743962;N886;N-1387;TR00000000005568116
nt887;TL;743963;N887;N-1388;TR00000000005568117
nt888;TL;743964;N888;N-1389;TR00000000005568118
nt889;TL;743965;N889;N-1390;TR00000000005568119
nt890;TL;743966;N890;N-1391;TR00000000005568120
nt891;TL;743967;N891;N-1392;TR00000000005568121
nt892;TL;743968;N892;N-1393;TR00000000005568122
nt893;TL;743969;N893;N-1394;TR00000000005568123
nt894;TL;743970;N894;N-1395;TR00000000005568124
nt895;TL;743971;N895;N-1396;TR00000000005568125
nt896;TL;743972;N896;N-1397;TR00000000005568126
nt897;TL;743973;N897;N-1398;TR00000000005568127
nt898;TL;743974;N898;N-1399;TR00000000005568128
nt899;TL;743975;N899;N-1400;TR00000000005568129
nt900;TL;743976;N900;N-1401;TR00000000005568130
nt901;TL;743977;N901;N-1402;TR00000000005568131
nt902;TL;743978;N902;N-1403;TR00000000005568132
nt903;TL;743979;N903;N-1404;TR00000000005568133
nt904;TL;743980;N904;N-1405;TR00000000005568134
nt905;TL;743981;N905;N-1406;TR00000000005568135
nt906;TL;743982;N906;N-1407;TR00000000005568136
nt907;TL;743983;N907;N-1408;TR00000000005568137
nt908;TL;743984;N908;N-1409;TR00000000005568138
nt909;TL;743985;N909;N-1410;TR00000000005568139
nt910;TL;743986;N910;N-1411;TR00000000005568140
nt911;TL;743987;N911;N-1412;TR00000000005568141
nt912;TL;743988;N912;N-1413;TR00000000005568142
nt913;TL;743989;N913;N-1414;TR00000000005568143
nt914;TL;743990;N914;N-1415;TR00000000005568144
nt915;TL;743991;N915;N-1416;TR00000000005568145
nt916;TL;743992;N916;N-1417;TR00000000005568146
nt917;TL;743993;N917;N-1418;TR00000000005568147
nt918;TL;743994;N918;N-1419;TR00000000005568148
nt919;TL;743995;N919;N-1420;TR00000000005568149
nt920;TL;743996;N920;N-1421;TR00000000005568150
nt921;TL;743997;N921;N-1422;TR00000000005568151
nt922;TL;743998;N922;N-1423;TR00000000005568152
nt923;TL;743999;N923;N-1424;TR00000000005568153
nt924;TL;744000;N924;N-1425;TR00000000005568154
nt925;TL;744001;N925;N-1426;TR00000000005568155
nt926;TL;744002;N926;N-1427;TR00000000005568156
nt927;TL;744003;N927;N-1428;TR00000000005568157
nt928;TL;744004;N928;N-1429;TR00000000005568158
nt929;TL;744005;N929;N-1430;TR00000000005568159
nt930;TL;744006;N930;N-1431;TR00000000005568160
